165191	164183
204605	192277
258454	245583
154689	163725
258456	245585
215745	219878
273619	270827
258459	245588
258460	274401
258461	234765
266976	234764
273644	269476
155673	165307
258136	251126
258137	251127
204294	251128
231631	197747
258141	277834
258142	251132
204285	197699
266892	264933
204287	163738
231634	251136
204297	251137
258149	251138
273547	221210
258151	251140
258152	271986
231638	229534
258154	251146
159953	197670
266894	264936
258157	251151
258158	251152
266895	139626
266852	259257
258014	233117
266853	259258
204193	178199
258017	233120
258018	259260
222955	267431
258020	233124
222956	161607
258022	233126
204181	177754
258024	233130
258025	233131
204184	179257
258029	259265
258030	233136
145226	155248
162119	178942
258033	233139
258034	267434
273514	267435
231595	223681
273515	267436
258038	233144
258039	233145
258040	233146
258041	233147
204177	178308
258043	233149
160968	160971
204192	233151
258046	233152
266858	259269
258048	267437
253317	206240
213818	206236
230166	216719
199788	180644
265520	259809
253323	234747
253324	138278
278212	267868
272463	267867
253327	234743
278214	259806
253329	259805
253330	234740
272464	267866
145125	155147
253333	180757
199780	179857
253335	234735
272465	267865
272466	167385
199636	181167
272467	259801
221755	259800
199739	180167
265528	259799
253344	234725
253345	234724
272469	267860
278219	274388
151583	160808
272471	274387
253349	234719
253350	234718
253351	234717
230181	224213
175347	206215
199754	180836
175350	158882
278223	206213
199637	180571
253360	234707
199700	180319
175357	206207
199737	181138
155345	165245
199666	181172
272478	267853
253367	180977
253368	234698
159696	180909
253373	234694
151572	151574
140514	140525
265539	267851
253377	234690
253378	234689
253379	234688
213848	234687
272480	267850
221769	267849
272482	267848
158145	158150
175366	167363
199764	224199
272484	267846
253387	234678
253388	234677
253389	234676
253390	234675
253391	234674
265544	259782
253393	234672
140173	180508
253395	234668
265545	206190
199693	179831
253397	234666
253398	234665
253399	152939
213854	259779
265547	259778
213857	206186
253404	234659
253405	234658
159775	179872
199695	179987
265551	259775
253409	234654
253410	234653
157277	181187
230203	224189
253415	179727
221775	216688
253417	159922
272488	216687
143958	143959
253421	234645
272490	267839
213866	267837
272493	267836
145620	145626
253428	234640
272494	206171
253430	234638
272495	259769
175390	167335
163747	163752
278240	267832
221786	216677
272499	267830
253436	234632
163263	163259
253439	234629
253440	234628
199785	224180
253442	234626
253443	234625
199722	180955
230215	181357
213880	167327
199709	259762
199683	234617
139790	139902
221791	206154
253452	234614
199718	180155
199678	180364
143012	224174
230220	224173
253458	234608
175400	267823
253460	234606
253461	234605
272505	267822
253464	234602
253465	206149
141495	140441
204656	179192
258521	232967
154539	152382
257028	241683
273300	269781
278925	209669
257031	241686
257032	243382
257034	241687
273302	269783
266575	269784
203199	189282
203171	189533
257039	241692
203185	155027
257041	241696
273304	218757
140334	150085
257044	170927
203168	170931
203156	241701
273305	269788
231304	269789
273306	269790
203201	269791
137676	226705
203189	189017
257052	241708
257053	241709
257054	241710
257056	234624
257057	241711
278931	276030
257059	241713
266580	155055
257061	241715
176914	170947
266582	262227
165693	189483
257065	241721
266583	262228
266584	276035
266585	262230
203204	241726
273310	269797
257071	241728
138598	188828
231316	226718
257076	237946
222728	209706
164239	209709
215220	269800
257081	241735
266589	209715
257083	239494
203164	189569
273314	269805
203179	189308
257088	241743
202035	186931
255835	240549
266260	269513
273073	269511
273074	269510
255840	240544
255841	240543
278720	269508
273077	218452
255844	240540
255845	240539
255846	240538
255847	240537
255848	240536
202028	187456
214794	209263
266266	261864
255852	186875
255853	240531
222448	269507
266268	261862
255856	234791
255857	240528
266269	226362
273080	218448
273081	218447
163609	154032
152738	152734
255864	209258
214797	218446
202031	187507
273083	269504
141707	240515
176440	226355
273085	269502
145448	218441
273086	269500
201986	269498
266278	261853
202012	187422
255877	240506
201993	186665
255879	240503
255880	240502
255881	240501
214803	209242
273091	269494
255884	240498
255885	234014
255888	234012
255889	238532
230953	261851
202014	186772
255892	240494
255893	240493
255894	186477
202007	170472
176453	170468
255897	240488
273092	218431
201964	269490
273093	269489
273096	269487
201954	187550
278732	209219
202005	187228
176463	209218
255908	240480
202025	269483
153942	226334
159906	161235
255912	170453
255913	240475
163060	187222
255915	240473
176468	170452
255917	240471
214824	275781
176475	269481
273102	209201
255921	240466
255922	240465
255924	240461
143071	143063
266291	209199
266292	261834
266293	261833
255929	240456
230972	186975
201974	240454
201990	209197
266295	170432
258697	246279
273626	267555
223083	267556
204716	257317
258604	257319
258740	248002
266952	274212
204519	181057
273595	267667
258374	234146
258375	234147
279173	205828
177501	259563
204518	180596
164771	186625
153279	151142
177511	208648
273606	269205
273607	269202
258404	239752
204558	239751
258406	239750
215809	272021
273556	267274
273557	267273
